Years of Experience,Education Level,Cost of Living Index,Salary
18.12172681831621,2,0.8314902577504336,121.15308288929155
6.941217931749623,3,0.8960307094002524,103.42176699370395
7.359141238682722,1,0.9915474365527689,74.89743470437608
4.6351568892191475,1,0.9161938336083153,83.53344138009174
14.327038146623392,3,0.9007143434857808,112.56236714053793
-1.507693484401413,1,1.2325853449314081,72.09615674267808
18.7240588210824,2,0.9170124092242354,125.51177259156361
6.193965495524486,1,1.019483565635194,98.19329544302104
11.595195480285494,3,0.8719956948039741,126.10276501983427
8.753148122612949,1,0.9558348222626585,107.69293852478017
17.31053968522487,3,1.1103495615003116,126.8627650364036
-0.3007035474882702,3,0.9903230151502901,76.8182342732839
8.387913979932463,1,0.9306741496169432,100.86989144557566
8.079728226657922,2,0.5882285379908798,104.0093839596924
15.668847211677187,1,1.0015168291183028,136.04705136709015
4.500543663429846,1,0.8054056214280944,80.16864378500274
9.13785896224782,1,1.0179544203420252,91.80131566525915
5.610707910393141,2,1.2014361223714316,86.92171474922324
10.211068733577964,3,0.8221105553018935,113.8719321218444
12.91407606857911,2,0.7326761737495833,115.31095585387965
4.496904113935393,1,0.9486499000164571,56.822119650246826
15.72361854919807,1,1.078716347031861,125.61559936497554
14.507953602963978,1,0.6208057686498014,104.78438298985458
12.51247169450934,2,0.8272362749510512,125.28883780178286
14.504279746322059,3,0.7960998653374045,128.36887974893807
6.581360704128334,1,1.0420755043765777,94.94741099141308
9.385548872406758,1,0.9752682144900375,100.98453028755335
5.321152828704657,3,1.0597157795722176,102.73387768915615
8.66055960186992,3,1.1153977708627103,122.86473892560045
12.65177733369093,3,0.9202878128725793,113.2647963904262
6.5416962413734545,3,1.1351310884703782,104.38695367215267
8.016232365720112,2,0.8864694629729717,112.47114426146919
6.564136499402003,3,0.7278977710836815,115.66653481709905
5.773971792506402,1,1.0386880416403013,82.06643610216103
6.643769345815905,3,0.887427297018641,87.55683639240306
9.936677005405492,1,1.0221326981054837,98.97732758314964
4.413448256823611,1,1.2847268489879025,61.80074394022513
11.172078489085461,1,0.6275982851175461,95.59773045054696
18.29901088554935,1,1.0654248432784106,126.71169596293426
13.710220802886678,2,1.0840249649084033,104.41114472618467
9.040822238191925,3,0.9386688644451648,110.88276005924436
5.561855179575819,3,0.9639867496820796,111.87105854999572
6.264208531245812,2,0.9150219619998661,83.92056978052435
18.462273005138734,2,0.8998880859709744,140.66817337557512
10.254038773880145,1,0.6380464790261929,79.5059873517886
6.815021767153233,3,0.8036662639947271,103.92748423561342
10.95457742333733,3,1.2134199040265896,133.80348036088103
20.501275682394212,3,1.215985721226823,147.73872545234912
10.600794762408146,1,1.0352002287538877,95.48289093657546
13.086015548537096,3,1.02543374441631,126.53721614046673
11.500851599779137,3,0.5652478455381454,108.46061819687827
8.238750767532407,2,0.8988271944442343,107.92968020480589
4.287409009889299,1,0.7824466975800217,66.1161659568654
8.253286387935612,1,1.018630077931991,91.71484545263982
8.95552883312611,1,0.7536982128051938,83.57722373028534
12.933115955910989,1,1.0455715062981765,101.86300002292886
14.194917069372526,3,1.351278655462764,148.76693010226302
14.655510406517786,2,0.8498832298979441,118.78813052358045
11.427936626271293,2,0.927584708782676,87.68275325483248
14.42570582135364,1,1.0026349032784967,101.70356654372355
6.228010295016736,3,1.0748637805552872,95.76239158023003
16.26434077616644,3,0.6300897689290396,109.50742071358198
12.564649102090044,2,0.9443789839026292,116.52934212020483
8.509535824486422,3,1.0635693856813617,113.21363353938384
12.442590732687485,2,0.9282477935462278,120.2192601808584
9.622141434894722,3,0.9916121112258662,108.04524322207712
15.658146937257134,2,1.2515882092694097,129.79823644623136
17.599084082110995,3,1.1256699906633703,153.35679155421957
20.927877032665805,1,0.7994147359072515,134.90296359167695
3.0175183225593116,1,1.1575955923857923,92.25556012845868
2.7794309728520528,3,0.7885760928543561,73.26602007118436
7.477670685267744,3,1.108431454950271,118.0340778364386
10.800185347239152,1,1.1838818978411134,109.43320072682086
14.380844605581125,2,1.0101468352034821,114.46225930254306
11.578174736208027,3,1.240270672094484,121.44037294171859
-0.11100607912001514,1,0.9827962932067055,67.43075923754839
8.46897993685814,3,0.9703726848977656,104.11230146951115
14.139873213036232,1,1.0278252540625032,110.09808258040545
11.150473676821917,2,0.6194182748570092,115.68955992497625
13.810055901560123,1,1.466028414607135,124.56335511109552
8.888359286948203,1,0.9387468931310662,88.22491313280746
8.996209655350013,3,0.7087872853352153,104.90553116594586
10.932806954941421,1,0.585018961794721,99.18276240835431
12.050258236041282,3,0.950909358691129,123.35426325758331
10.991498600633848,2,1.000595799250547,126.27998817202017
10.595043229037294,3,0.9464507290176528,117.41671958073559
6.646688568554847,1,0.9192436511289211,86.4586216289961
11.887818931604597,1,1.0314543597164543,93.78151102312975
10.609106354957184,1,1.0677870300245564,102.15526575782872
15.647419539559598,1,0.7791537021702083,119.43629753711232
15.994589399507536,3,1.1406131798713932,144.76103010366768
10.92578208741972,3,0.9349080586487347,119.14002499760763
8.123575249549429,1,0.8720504464698697,80.13154356313794
6.806347962728888,3,1.1315152566247428,115.03656960696102
12.117471770320565,2,1.1232382079485024,110.29910090728016
10.386700341742797,2,0.7952466594704926,127.67524323769854
8.280731622144621,2,1.0073705211644557,104.01700028240118
10.217984284171235,1,0.7554421140571652,104.17324935388379
6.899995780259354,2,0.8029797159336216,78.51520164398893
13.490160170361094,3,1.2236717004828503,132.93608291542978
